order,species,gestation_length_d
Artiodactyla,Camelus_dromedarius,386.51
Carnivora,Canis_adustus,65
Carnivora,Canis_aureus,61.24
Carnivora,Canis_latrans,61.74
Carnivora,Canis_lupus,63.5
Artiodactyla,Bos_frontalis,273.75
Artiodactyla,Bos_grunniens,273.75
Artiodactyla,Bos_javanicus,296.78
Primates,Callicebus_cupreus,129.25
Primates,Callicebus_discolor,NA
Primates,Callicebus_donacophilus,NA
Primates,Callicebus_dubius,NA
Primates,Callicebus_hoffmannsi,NA
Primates,Callicebus_lucifer,NA
Primates,Callicebus_lugens,NA
Primates,Callicebus_medemi,NA
Primates,Callicebus_melanochir,NA
Primates,Callicebus_modestus,NA
Didelphimorphia,Caluromys_derbianus,NA
Didelphimorphia,Caluromys_lanatus,NA
Didelphimorphia,Caluromys_philander,23.99
Didelphimorphia,Caluromysiops_irrupta,NA
Cingulata,Calyptophractus_retusus,NA
Artiodactyla,Camelus_bactrianus,397.99
Artiodactyla,Bos_sauveli,NA
Artiodactyla,Bos_taurus,280.48
Artiodactyla,Boselaphus_tragocamelus,248.49
Rodentia,Brachiones_przewalskii,NA
Carnivora,Canis_mesomelas,62.5
Carnivora,Canis_simensis,63.61
Rodentia,Cannomys_badius,41.49
Rodentia,Cansumys_canus,NA
Cetacea,Caperea_marginata,NA
Artiodactyla,Capra_caucasica,155
Artiodactyla,Capra_falconeri,167.98
Artiodactyla,Capra_hircus,156
Artiodactyla,Capra_ibex,167.5
Erinaceomorpha,Atelerix_algirus,39.25
Erinaceomorpha,Atelerix_frontalis,37.13
Erinaceomorpha,Atelerix_sclateri,NA
Primates,Ateles_belzebuth,138.2
Primates,Ateles_chamek,NA
Primates,Ateles_fusciceps,224.7
Primates,Ateles_geoffroyi,226.37
Primates,Ateles_hybridus,NA
Primates,Ateles_marginatus,NA
Primates,Ateles_paniscus,228.18
Primates,Callicebus_moloch,164
Primates,Callicebus_nigrifrons,NA
Primates,Callicebus_oenanthe,NA
Primates,Callicebus_olallae,NA
Primates,Callicebus_ornatus,NA
Primates,Callicebus_pallescens,NA
Primates,Callicebus_personatus,NA
Primates,Callicebus_purinus,NA
Primates,Callicebus_regulus,NA
Primates,Callicebus_stephennashi,NA
Primates,Callicebus_torquatus,NA
Primates,Callimico_goeldii,153.99
Rodentia,Callistomys_pictus,NA
Primates,Callithrix_acariensis,NA
Primates,Callithrix_argentata,NA
Primates,Callithrix_aurita,140
Primates,Callithrix_chrysoleuca,NA
Primates,Callithrix_emiliae,NA
Primates,Callithrix_flaviceps,140
Primates,Callithrix_geoffroyi,NA
Primates,Callithrix_humeralifera,NA
Primates,Callithrix_humilis,NA
Primates,Callithrix_intermedia,NA
Primates,Callithrix_jacchus,144
Primates,Callithrix_kuhlii,NA
Primates,Callithrix_leucippe,NA
Primates,Callithrix_manicorensis,NA
Primates,Callithrix_marcai,NA
Primates,Callithrix_mauesi,NA
Primates,Callithrix_melanura,NA
Primates,Callithrix_nigriceps,NA
Primates,Callithrix_penicillata,NA
Primates,Callithrix_pygmaea,134.44
Primates,Callithrix_saterei,NA
Carnivora,Callorhinus_ursinus,358.49
Rodentia,Callosciurus_adamsi,NA
Rodentia,Callosciurus_albescens,NA
Rodentia,Callosciurus_baluensis,NA
Rodentia,Callosciurus_caniceps,NA
Rodentia,Callosciurus_erythraeus,NA
Rodentia,Callosciurus_finlaysonii,NA
Rodentia,Callosciurus_inornatus,NA
Rodentia,Callosciurus_melanogaster,NA
Rodentia,Callosciurus_nigrovittatus,NA
Rodentia,Callosciurus_notatus,NA
Rodentia,Callosciurus_orestes,NA
Rodentia,Callosciurus_phayrei,NA
Rodentia,Callosciurus_prevostii,46.08
Rodentia,Callosciurus_pygerythrus,NA
Rodentia,Callosciurus_quinquestriatus,NA
Rodentia,Calomys_boliviae,NA
Rodentia,Calomys_callidus,NA
Rodentia,Calomys_callosus,21.8
Rodentia,Calomys_expulsus,NA
Rodentia,Calomys_hummelincki,NA
Rodentia,Calomys_laucha,25
Rodentia,Calomys_lepidus,NA
Rodentia,Calomys_musculinus,20.97
Rodentia,Calomys_sorellus,NA
Rodentia,Calomys_tener,NA
Rodentia,Calomys_tocantinsi,NA
Rodentia,Calomys_venustus,NA
Rodentia,Calomyscus_bailwardi,NA
Rodentia,Calomyscus_baluchi,NA
Rodentia,Calomyscus_elburzensis,NA
Rodentia,Calomyscus_grandis,NA
Rodentia,Calomyscus_hotsoni,NA
Rodentia,Calomyscus_mystax,NA
Rodentia,Calomyscus_tsolovi,NA
Rodentia,Calomyscus_urartensis,NA
Diprotodontia,Caloprymnus_campestris,NA
Carnivora,Atelocynus_microtis,NA
Rodentia,Atherurus_africanus,108.18
Rodentia,Atherurus_macrourus,NA
Carnivora,Atilax_paludinosus,77.27
Rodentia,Atlantoxerus_getulus,NA
Rodentia,Auliscomys_boliviensis,NA
Rodentia,Auliscomys_pictus,NA
Rodentia,Auliscomys_sublimis,NA
Primates,Avahi_laniger,136.15
Primates,Avahi_occidentalis,NA
Primates,Avahi_unicolor,NA
Artiodactyla,Axis_axis,227.49
Artiodactyla,Axis_calamianensis,224
Artiodactyla,Axis_kuhlii,227.49
Artiodactyla,Axis_porcinus,220.13
Artiodactyla,Babyrousa_babyrussa,156.5
Artiodactyla,Babyrousa_bolabatuensis,NA
Artiodactyla,Babyrousa_celebensis,NA
Cetacea,Balaenoptera_musculus,326.97
Cetacea,Balaenoptera_physalus,338.36
Chiroptera,Balantiopteryx_infusca,NA
Chiroptera,Balantiopteryx_io,NA
Chiroptera,Balantiopteryx_plicata,138.81
Chiroptera,Balionycteris_maculata,NA
Rodentia,Bandicota_bengalensis,18.89
Rodentia,Bandicota_indica,20.26
Artiodactyla,Cephalophus_niger,126
Artiodactyla,Cephalophus_nigrifrons,NA
Artiodactyla,Cephalophus_ogilbyi,121.66
Artiodactyla,Cephalophus_rufilatus,233.99
Artiodactyla,Cephalophus_silvicultor,234.43
Artiodactyla,Cephalophus_spadix,NA
Artiodactyla,Cephalophus_weynsi,NA
Artiodactyla,Cephalophus_zebra,223.89
Cetacea,Cephalorhynchus_commersonii,NA
Cetacea,Cephalorhynchus_eutropia,NA
Cetacea,Cephalorhynchus_heavisidii,NA
Cetacea,Cephalorhynchus_hectori,NA
Perissodactyla,Ceratotherium_simum,534.19
Diprotodontia,Cercartetus_caudatus,NA
Diprotodontia,Cercartetus_concinnus,52.14
Diprotodontia,Cercartetus_lepidus,NA
Diprotodontia,Cercartetus_nanus,NA
Primates,Cercocebus_agilis,NA
Primates,Cercocebus_atys,165.08
Primates,Cercocebus_chrysogaster,NA
Primates,Cercocebus_galeritus,174.43
Primates,Cercocebus_sanjei,NA
Primates,Cercocebus_torquatus,168.98
Primates,Cercopithecus_albogularis,NA
Primates,Cercopithecus_ascanius,148.5
Primates,Cercopithecus_campbelli,180.8
Primates,Cercopithecus_cephus,169.51
Primates,Cercopithecus_denti,NA
Primates,Cercopithecus_diana,NA
Primates,Cercopithecus_doggetti,NA
Primates,Cercopithecus_dryas,NA
Primates,Cercopithecus_erythrogaster,NA
Primates,Cercopithecus_erythrotis,NA
Primates,Cercopithecus_hamlyni,NA
Primates,Cercopithecus_kandti,NA
Primates,Cercopithecus_lhoesti,NA
Primates,Cercopithecus_lowei,NA
Primates,Cercopithecus_mitis,138.39
Primates,Cercopithecus_mona,NA
Primates,Cercopithecus_neglectus,172.07
Primates,Cercopithecus_nictitans,169.51
Primates,Cercopithecus_petaurista,NA
Primates,Cercopithecus_pogonias,169.51
Primates,Cercopithecus_preussi,NA
Primates,Cercopithecus_roloway,NA
Primates,Cercopithecus_sclateri,NA
Primates,Cercopithecus_solatus,NA
Primates,Cercopithecus_wolfi,NA
Carnivora,Cerdocyon_thous,57.18
Artiodactyla,Cervus_elaphus,235.61
Artiodactyla,Cervus_nippon,223.66
Chiroptera,Chaerephon_aloysiisabaudiae,NA
Chiroptera,Chaerephon_ansorgei,68.43
Chiroptera,Chaerephon_bemmeleni,NA
Chiroptera,Chaerephon_bivittatus,NA
Chiroptera,Chaerephon_bregullae,NA
Chiroptera,Chaerephon_chapini,NA
Chiroptera,Chaerephon_gallagheri,NA
Chiroptera,Chaerephon_jobensis,NA
Chiroptera,Chaerephon_johorensis,NA
Chiroptera,Chaerephon_leucogaster,NA
Chiroptera,Chaerephon_major,NA
Chiroptera,Chaerephon_nigeriae,NA
Chiroptera,Chaerephon_plicatus,88.64
Chiroptera,Chaerephon_pumilus,62.57
Chiroptera,Chaerephon_russatus,NA
Chiroptera,Chaerephon_shortridgei,NA
Chiroptera,Chaerephon_solomonis,NA
Chiroptera,Chaerephon_tomensis,NA
Peramelemorphia,Chaeropus_ecaudatus,NA
Rodentia,Chaetocauda_sichuanensis,NA
Rodentia,Chaetodipus_arenarius,NA
Rodentia,Chaetodipus_artus,NA
Rodentia,Chaetodipus_baileyi,NA
Rodentia,Chaetodipus_californicus,25.16
Rodentia,Chaetodipus_dalquesti,NA
Rodentia,Chaetodipus_eremicus,NA
Rodentia,Chaetodipus_fallax,25
Rodentia,Chaetodipus_formosus,28
Rodentia,Chaetodipus_goldmani,NA
Rodentia,Chaetodipus_hispidus,NA
Rodentia,Chaetodipus_intermedius,NA
Rodentia,Chaetodipus_lineatus,NA
Rodentia,Chaetodipus_nelsoni,30.63
Rodentia,Chaetodipus_penicillatus,26
Rodentia,Chaetodipus_pernix,NA
Rodentia,Chaetodipus_rudinoris,NA
Rodentia,Chaetodipus_spinatus,NA
Rodentia,Cricetulus_barabensis,NA
Rodentia,Cricetulus_kamensis,NA
Rodentia,Cricetulus_longicaudatus,NA
Rodentia,Cricetulus_migratorius,12
Rodentia,Cricetulus_sokolovi,NA
Rodentia,Cricetus_cricetus,19.5
Soricomorpha,Crocidura_aleksandrisi,NA
Soricomorpha,Crocidura_allex,NA
Soricomorpha,Crocidura_andamanensis,NA
Soricomorpha,Crocidura_ansellorum,NA
Soricomorpha,Crocidura_arabica,NA
Soricomorpha,Crocidura_arispa,NA
Soricomorpha,Crocidura_armenica,NA
Soricomorpha,Crocidura_attenuata,NA
Soricomorpha,Crocidura_attila,NA
Soricomorpha,Crocidura_baileyi,NA
Soricomorpha,Crocidura_baluensis,NA
Soricomorpha,Crocidura_batesi,NA
Soricomorpha,Crocidura_beatus,NA
Soricomorpha,Crocidura_beccarii,NA
Soricomorpha,Crocidura_bottegi,NA
Soricomorpha,Crocidura_bottegoides,NA
Soricomorpha,Crocidura_brunnea,NA
Soricomorpha,Crocidura_buettikoferi,NA
Soricomorpha,Crocidura_caliginea,NA
Soricomorpha,Crocidura_canariensis,NA
Soricomorpha,Crocidura_caspica,NA
Soricomorpha,Crocidura_cinderella,NA
Soricomorpha,Crocidura_congobelgica,NA
Soricomorpha,Crocidura_crenata,NA
Soricomorpha,Crocidura_crossei,NA
Soricomorpha,Crocidura_cyanea,NA
Soricomorpha,Crocidura_denti,NA
Soricomorpha,Crocidura_desperata,NA
Soricomorpha,Crocidura_dhofarensis,NA
Soricomorpha,Crocidura_dolichura,NA
Soricomorpha,Crocidura_douceti,NA
Soricomorpha,Crocidura_dsinezumi,NA
Soricomorpha,Crocidura_eisentrauti,NA
Soricomorpha,Crocidura_elgonius,NA
Soricomorpha,Crocidura_elongata,NA
Soricomorpha,Crocidura_erica,NA
Soricomorpha,Crocidura_fischeri,NA
Soricomorpha,Crocidura_flavescens,25
Soricomorpha,Crocidura_floweri,NA
Soricomorpha,Crocidura_foetida,NA
Soricomorpha,Crocidura_foxi,NA
Soricomorpha,Crocidura_fuliginosa,NA
Soricomorpha,Crocidura_fulvastra,NA
Soricomorpha,Crocidura_fumosa,NA
Soricomorpha,Crocidura_fuscomurina,NA
Soricomorpha,Crocidura_glassi,NA
Soricomorpha,Crocidura_gmelini,NA
Soricomorpha,Crocidura_goliath,NA
Soricomorpha,Crocidura_gracilipes,NA
Soricomorpha,Crocidura_grandiceps,NA
Soricomorpha,Crocidura_grandis,NA
Soricomorpha,Crocidura_grassei,NA
Soricomorpha,Crocidura_grayi,NA
Soricomorpha,Crocidura_greenwoodi,NA
Soricomorpha,Crocidura_harenna,NA
Soricomorpha,Crocidura_hildegardeae,NA
Soricomorpha,Crocidura_hilliana,NA
Soricomorpha,Crocidura_hirta,18
Soricomorpha,Crocidura_hispida,NA
Soricomorpha,Crocidura_orii,NA
Soricomorpha,Crocidura_palawanensis,NA
Soricomorpha,Crocidura_paradoxura,NA
Soricomorpha,Crocidura_parvipes,NA
Soricomorpha,Crocidura_pasha,NA
Soricomorpha,Crocidura_pergrisea,NA
Soricomorpha,Crocidura_phaeura,NA
Soricomorpha,Crocidura_picea,NA
Soricomorpha,Crocidura_pitmani,NA
Soricomorpha,Crocidura_planiceps,NA
Soricomorpha,Crocidura_poensis,NA
Soricomorpha,Crocidura_polia,NA
Soricomorpha,Crocidura_pullata,NA
Soricomorpha,Crocidura_raineyi,NA
Soricomorpha,Crocidura_ramona,NA
Soricomorpha,Crocidura_rapax,NA
Soricomorpha,Crocidura_religiosa,NA
Soricomorpha,Crocidura_rhoditis,NA
Soricomorpha,Crocidura_roosevelti,NA
Soricomorpha,Crocidura_russula,29
Soricomorpha,Crocidura_selina,NA
Soricomorpha,Crocidura_serezkyensis,NA
Soricomorpha,Crocidura_shantungensis,NA
Soricomorpha,Crocidura_sibirica,NA
Soricomorpha,Crocidura_sicula,NA
Soricomorpha,Crocidura_silacea,NA
Soricomorpha,Crocidura_smithii,NA
Soricomorpha,Crocidura_somalica,NA
Soricomorpha,Crocidura_stenocephala,NA
Soricomorpha,Crocidura_suaveolens,27.15
Soricomorpha,Crocidura_susiana,NA
Chiroptera,Eptesicus_kobayashii,NA
Chiroptera,Eptesicus_matroka,NA
Chiroptera,Eptesicus_nasutus,NA
Chiroptera,Eptesicus_nilssonii,NA
Chiroptera,Eptesicus_pachyotis,NA
Perissodactyla,Equus_kiang,260.76
Perissodactyla,Equus_quagga,NA
Perissodactyla,Equus_zebra,363.49
Afrosoricida,Eremitalpa_granti,NA
Rodentia,Eremodipus_lichtensteini,NA
Rodentia,Erethizon_dorsatum,210.99
Carnivora,Erignathus_barbatus,285.24
Erinaceomorpha,Erinaceus_amurensis,NA
Erinaceomorpha,Erinaceus_concolor,34.99
Erinaceomorpha,Erinaceus_europaeus,36.98
Erinaceomorpha,Erinaceus_roumanicus,NA
Rodentia,Eropeplus_canus,NA
Chiroptera,Erophylla_bombifrons,NA
Chiroptera,Erophylla_sezekorni,NA
Primates,Erythrocebus_patas,167.2
Chiroptera,Eptesicus_platyops,NA
Chiroptera,Eptesicus_serotinus,65.44
Chiroptera,Eptesicus_tatei,NA
Perissodactyla,Equus_asinus,367
Perissodactyla,Equus_burchellii,371.2
Perissodactyla,Equus_caballus,338.97
Perissodactyla,Equus_grevyi,406
Perissodactyla,Equus_hemionus,346
Carnivora,Genetta_bourloni,NA
Carnivora,Genetta_cristata,NA
Carnivora,Genetta_genetta,74.18
Carnivora,Genetta_johnstoni,NA
Carnivora,Genetta_maculata,NA
Carnivora,Genetta_pardina,NA
Carnivora,Genetta_piscivora,NA
Carnivora,Genetta_poensis,NA
Rodentia,Delomys_collinus,NA
Rodentia,Delomys_dorsalis,NA
Rodentia,Delomys_sublineatus,NA
Cetacea,Delphinapterus_leucas,394.24
Cetacea,Delphinus_capensis,NA
Cetacea,Delphinus_delphis,296.89
Rodentia,Deltamys_kempi,NA
Scandentia,Dendrogale_melanura,NA
Scandentia,Dendrogale_murina,NA
Hyracoidea,Dendrohyrax_arboreus,229.06
Hyracoidea,Dendrohyrax_dorsalis,236.57
Diprotodontia,Dendrolagus_bennettianus,NA
Diprotodontia,Dendrolagus_dorianus,NA
Diprotodontia,Dendrolagus_goodfellowi,37.94
Rodentia,Bibimys_torresi,NA
Artiodactyla,Bison_bison,283.17
Artiodactyla,Bison_bonasus,265.99
Rodentia,Biswamoyopterus_biswasi,NA
Rodentia,Blanfordimys_afghanus,NA
Rodentia,Blanfordimys_bucharensis,NA
Soricomorpha,Blarina_brevicauda,20.58
Soricomorpha,Blarina_carolinensis,NA
Soricomorpha,Blarina_hylophaga,NA
Soricomorpha,Blarina_peninsulae,NA
Artiodactyla,Babyrousa_togeanensis,NA
Rodentia,Baiomys_musculus,NA
Rodentia,Baiomys_taylori,21.99
Cetacea,Balaena_mysticetus,379.9
Cetacea,Balaenoptera_acutorostrata,304.16
Cetacea,Balaenoptera_bonaerensis,NA
Cetacea,Balaenoptera_borealis,334.58
Cetacea,Balaenoptera_edeni,383.46
Soricomorpha,Blarinella_griselda,NA
Soricomorpha,Blarinella_quadraticauda,NA
Soricomorpha,Blarinella_wardi,NA
Rodentia,Blarinomys_breviceps,NA
Artiodactyla,Blastocerus_dichotomus,272.37
Rodentia,Boromys_offella,NA
Rodentia,Boromys_torrei,NA
Lagomorpha,Brachylagus_idahoensis,38.99
Chiroptera,Brachyphylla_cavernarum,NA
Chiroptera,Brachyphylla_nana,NA
Rodentia,Brachytarsomys_albicauda,NA
Rodentia,Brachytarsomys_villosa,NA
Primates,Brachyteles_arachnoides,221.75
Primates,Brachyteles_hypoxanthus,NA
Rodentia,Brachyuromys_betsileoensis,NA
Rodentia,Brachyuromys_ramirohitra,NA
Pilosa,Bradypus_pygmaeus,NA
Soricomorpha,Crocidura_olivieri,NA
Soricomorpha,Crocidura_orientalis,NA
Artiodactyla,Cephalophus_dorsalis,238
Artiodactyla,Cephalophus_jentinki,NA
Artiodactyla,Cephalophus_leucogaster,NA
Artiodactyla,Cephalophus_natalensis,212.97
Rodentia,Chaetomys_subspinosus,NA
Cingulata,Chaetophractus_nationi,NA
Cingulata,Chaetophractus_vellerosus,NA
Cingulata,Chaetophractus_villosus,68.93
Chiroptera,Chalinolobus_dwyeri,NA
Chiroptera,Chalinolobus_gouldii,92.54
Chiroptera,Chalinolobus_morio,NA
Chiroptera,Chalinolobus_neocaledonicus,NA
Diprotodontia,Dendrolagus_inustus,NA
Diprotodontia,Dendrolagus_lumholtzi,NA
Diprotodontia,Dendrolagus_matschiei,33.95
Diprotodontia,Dendrolagus_mbaiso,NA
Diprotodontia,Dendrolagus_pulcherrimus,NA
Diprotodontia,Dendrolagus_scottae,NA
Diprotodontia,Dendrolagus_spadix,NA
Diprotodontia,Dendrolagus_stellarum,NA
Diprotodontia,Dendrolagus_ursinus,NA
Rodentia,Dendromus_insignis,NA
Rodentia,Dendromus_kahuziensis,NA
Rodentia,Dendromus_leucostomus,NA
Rodentia,Dendromus_lovati,NA
Rodentia,Dendromus_melanotis,25
Rodentia,Dendromus_mesomelas,NA
Rodentia,Dendromus_messorius,NA
Rodentia,Dendromus_mystacalis,NA
Rodentia,Dendromus_nyasae,NA
Rodentia,Dendromus_nyikae,NA
Rodentia,Dendromus_oreas,NA
Rodentia,Dendromus_vernayi,NA
Rodentia,Dendroprionomys_rousseloti,NA
Rodentia,Deomys_ferrugineus,NA
Rodentia,Dephomys_defua,NA
Rodentia,Dephomys_eburneae,NA
Soricomorpha,Desmana_moschata,46.53
Rodentia,Desmodilliscus_braueri,30.16
Rodentia,Desmodillus_auricularis,27.11
Chiroptera,Desmodus_rotundus,209.35
Rodentia,Desmomys_harringtoni,NA
Rodentia,Desmomys_yaldeni,NA
Chiroptera,Diaemus_youngi,NA
Perissodactyla,Dicerorhinus_sumatrensis,310.19
Perissodactyla,Diceros_bicornis,466.24
Chiroptera,Diclidurus_albus,NA
Chiroptera,Diclidurus_ingens,NA
Chiroptera,Diclidurus_isabellus,NA
Chiroptera,Diclidurus_scutatus,NA
Rodentia,Dicrostonyx_groenlandicus,20.84
Rodentia,Dicrostonyx_hudsonius,20
Rodentia,Dicrostonyx_nelsoni,NA
Rodentia,Dicrostonyx_nunatakensis,NA
Rodentia,Dicrostonyx_richardsoni,NA
Rodentia,Dicrostonyx_torquatus,17.08
Rodentia,Dicrostonyx_unalascensis,21
Rodentia,Dicrostonyx_vinogradovi,NA
Didelphimorphia,Didelphis_albiventris,12
Didelphimorphia,Didelphis_aurita,NA
Didelphimorphia,Didelphis_imperfecta,NA
Didelphimorphia,Didelphis_marsupialis,14
Didelphimorphia,Didelphis_pernigra,NA
Didelphimorphia,Didelphis_virginiana,12.69
Rodentia,Dinaromys_bogdanovi,30.41
Rodentia,Dinomys_branickii,252.74
Rodentia,Diomys_crumpi,NA
Chiroptera,Diphylla_ecaudata,NA
Carnivora,Diplogale_hosei,NA
Soricomorpha,Diplomesodon_pulchellum,NA
Rodentia,Diplomys_caniceps,NA
Rodentia,Diplomys_labilis,55.72
Rodentia,Diplomys_rufodorsalis,NA
Rodentia,Diplothrix_legata,NA
Rodentia,Dipodillus_bottai,NA
Rodentia,Dipodillus_campestris,NA
Rodentia,Dipodillus_dasyurus,25
Rodentia,Dipodillus_harwoodi,NA
Rodentia,Dipodillus_jamesi,NA
Rodentia,Dipodillus_lowei,NA
Rodentia,Dipodillus_mackilligini,NA
Rodentia,Dipodillus_maghrebi,NA
Macroscelidea,Elephantulus_fuscus,NA
Macroscelidea,Elephantulus_intufi,51
Macroscelidea,Elephantulus_myurus,50.66
Macroscelidea,Elephantulus_revoili,NA
Macroscelidea,Elephantulus_rozeti,75
Macroscelidea,Elephantulus_rufescens,57
Macroscelidea,Elephantulus_rupestris,56
Proboscidea,Elephas_maximus,634.49
Rodentia,Eligmodontia_moreni,NA
Rodentia,Eligmodontia_morgani,NA
Rodentia,Eligmodontia_puerulus,NA
Rodentia,Eligmodontia_typus,18.38
Rodentia,Eliomys_melanurus,25
Rodentia,Eliomys_munbyanus,NA
Rodentia,Eliomys_quercinus,22.97
Rodentia,Eliurus_antsingy,NA
Rodentia,Eliurus_ellermani,NA
Rodentia,Eliurus_grandidieri,NA
Rodentia,Eliurus_majori,NA
Rodentia,Eliurus_minor,NA
Rodentia,Eliurus_myoxinus,23.99
Rodentia,Eliurus_penicillatus,NA
Rodentia,Eliurus_petteri,NA
Rodentia,Eliurus_tanala,NA
Rodentia,Eliurus_webbi,NA
Rodentia,Ellobius_alaicus,NA
Rodentia,Ellobius_fuscocapillus,NA
Rodentia,Ellobius_lutescens,NA
Rodentia,Ellobius_talpinus,26
Rodentia,Ellobius_tancrei,NA
Chiroptera,Emballonura_alecto,NA
Chiroptera,Emballonura_atrata,NA
Chiroptera,Emballonura_beccarii,NA
Chiroptera,Emballonura_dianae,NA
Chiroptera,Emballonura_furax,NA
Chiroptera,Emballonura_monticola,NA
Chiroptera,Emballonura_raffrayana,NA
Chiroptera,Emballonura_semicaudata,NA
Chiroptera,Emballonura_serii,NA
Chiroptera,Enchisthenes_hartii,NA
Chiroptera,Hesperoptenus_doriae,NA
Chiroptera,Hesperoptenus_gaskelli,NA
Chiroptera,Hesperoptenus_tickelli,NA
Chiroptera,Hesperoptenus_tomesi,NA
Rodentia,Heterocephalus_glaber,70.49
Hyracoidea,Heterohyrax_brucei,228.12
Rodentia,Heteromys_anomalus,NA
Rodentia,Heteromys_australis,NA
Rodentia,Heteromys_desmarestianus,27.86
Rodentia,Lagostomus_maximus,155.73
Diprotodontia,Lagostrophus_fasciatus,NA
Primates,Lagothrix_cana,NA
Primates,Lagothrix_lagotricha,223.99
Primates,Lagothrix_lugens,NA
Primates,Lagothrix_poeppigii,NA
Rodentia,Lagurus_lagurus,20.24
Artiodactyla,Lama_glama,342.74
Rodentia,Lamottemys_okuensis,NA
Artiodactyla,Eudorcas_rufina,NA
Artiodactyla,Eudorcas_thomsonii,166.14
Primates,Eulemur_albifrons,NA
Primates,Eulemur_albocollaris,NA
Primates,Eulemur_cinereiceps,NA
Primates,Eulemur_collaris,NA
Primates,Eulemur_coronatus,124.04
Primates,Eulemur_fulvus,120.83
Primates,Eulemur_macaco,127.49
Primates,Eulemur_mongoz,129
Primates,Eulemur_rubriventer,126.99
Primates,Eulemur_rufus,NA
Primates,Eulemur_sanfordi,NA
Carnivora,Eumetopias_jubatus,342.1
Primates,Galago_thomasi,NA
Primates,Galago_zanzibaricus,120
Rodentia,Galea_flavidens,53
Rodentia,Galea_musteloides,53.9
Rodentia,Galea_spixii,50.66
Soricomorpha,Galemys_pyrenaicus,30
Rodentia,Galenomys_garleppi,NA
Dermoptera,Galeopterus_variegates,59.99
Carnivora,Galerella_flavescens,NA
Carnivora,Galerella_ochracea,NA
Carnivora,Galerella_pulverulenta,NA
Carnivora,Galerella_sanguinea,61.27
Carnivora,Galictis_cuja,NA
Carnivora,Galictis_vittata,NA
Carnivora,Galidia_elegans,76.11
Carnivora,Galidictis_fasciata,NA
Carnivora,Galidictis_grandidieri,NA
Artiodactyla,Gazella_arabica,NA
Artiodactyla,Gazella_bennettii,NA
Artiodactyla,Gazella_cuvieri,NA
Artiodactyla,Gazella_dorcas,172
Artiodactyla,Gazella_erlangeri,NA
Artiodactyla,Gazella_gazella,180
Artiodactyla,Gazella_leptoceros,167.29
Artiodactyla,Gazella_saudiya,NA
Artiodactyla,Gazella_spekei,178.59
Artiodactyla,Gazella_subgutturosa,159.68
Carnivora,Genetta_abyssinica,NA
Carnivora,Genetta_angolensis,NA
Rodentia,Gerbillus_gerbillus,NA
Rodentia,Gerbillus_gleadowi,20
Rodentia,Gerbillus_grobbeni,NA
Rodentia,Bandicota_savilei,NA
Chiroptera,Barbastella_barbastellus,NA
Chiroptera,Barbastella_leucomelas,NA
Carnivora,Bassaricyon_alleni,NA
Carnivora,Bassaricyon_beddardi,NA
Carnivora,Bassaricyon_gabbii,76.65
Carnivora,Bassaricyon_lasius,NA
Carnivora,Bassaricyon_pauli,NA
Carnivora,Bassariscus_astutus,54.23
Carnivora,Bassariscus_sumichrasti,NA
Rodentia,Bathyergus_janetta,NA
Rodentia,Bathyergus_suillus,68.41
Rodentia,Batomys_dentatus,NA
Rodentia,Batomys_granti,NA
Rodentia,Batomys_russatus,NA
Rodentia,Batomys_salomonseni,NA
Chiroptera,Bauerus_dubiaquercus,NA
Carnivora,Bdeogale_crassicauda,NA
Carnivora,Bdeogale_jacksoni,NA
Carnivora,Bdeogale_nigripes,NA
Rodentia,Beamys_hindei,22.79
Rodentia,Beamys_major,NA
Artiodactyla,Beatragus_hunteri,252.28
Rodentia,Belomys_pearsonii,NA
Cetacea,Berardius_arnuxii,304.16
Cetacea,Berardius_bairdii,396.58
Rodentia,Berylmys_berdmorei,NA
Rodentia,Berylmys_bowersi,NA
Rodentia,Berylmys_mackenziei,NA
Rodentia,Berylmys_manipulus,NA
Diprotodontia,Bettongia_gaimardi,21.14
Diprotodontia,Bettongia_lesueur,21.28
Diprotodontia,Bettongia_penicillata,20.35
Diprotodontia,Bettongia_tropica,19.44
Rodentia,Bibimys_chacoensis,NA
Rodentia,Bibimys_labiosus,NA
Pilosa,Bradypus_torquatus,150
Pilosa,Bradypus_tridactylus,126.96
Pilosa,Bradypus_variegatus,170.84
Rodentia,Brotomys_contractus,NA
Rodentia,Brotomys_voratus,NA
Rodentia,Brucepattersonius_albinasus,NA
Rodentia,Brucepattersonius_griserufescens,NA
Rodentia,Brucepattersonius_guarani,NA
Rodentia,Brucepattersonius_igniventris,NA
Rodentia,Brucepattersonius_iheringi,NA
Rodentia,Brucepattersonius_misionensis,NA
Rodentia,Brucepattersonius_paradisus,NA
Rodentia,Brucepattersonius_soricinus,NA
Artiodactyla,Bubalus_bubalis,320
Artiodactyla,Bubalus_depressicornis,295.78
Artiodactyla,Bubalus_mindorensis,306.06
Artiodactyla,Bubalus_quarlesi,294.99
Artiodactyla,Budorcas_taxicolor,235.6
Rodentia,Bullimus_bagobus,NA
Rodentia,Bullimus_gamay,NA
Rodentia,Bullimus_luzonicus,NA
Lagomorpha,Bunolagus_monticularis,NA
Rodentia,Bunomys_andrewsi,NA
Rodentia,Bunomys_chrysocomus,NA
Rodentia,Bunomys_coelestis,NA
